834:1;buildings>infrastructure#2!industrial_complex#1!air_base#1!@3838#naval_base<3+!$manpower>322900$category>town$owner>FRA$vp>3838#1!$cores>COR!FRA!$provinces>3838!9851!11804!$?
553;buildings>infrastructure#2!industrial_complex#1!air_base#5!@792#naval_base<3+!$manpower>1104000$category>town$owner>FRA$vp>792#5!$cores>LEB!$provinces>792!1108!11919!$?
554;buildings>infrastructure#2!air_base#1!$manpower>547797$category>rural$owner>FRA$vp>4111#5!$cores>SYR!$provinces>1074!4111!4486!4550!7184!$?
555;buildings>infrastructure#2!@1399#naval_base<3+!$manpower>15000$category>tiny_island$owner>JAP$provinces>1399!1515!13037!$?
556;buildings>infrastructure#2!$manpower>3324782$category>rural$owner>FRA$cores>MLI!$vp>4927#1!$provinces>2012!2044!4927!5045!5101!7930!7954!8116!10788!10812!10829!10915!12751!12794!12838!$?
557;buildings>infrastructure#1!$manpower>225000$category>pastoral$owner>FRA$cores>MRT!$vp>5034#1!$provinces>5034!5077!7992!8058!10814!$?
558;buildings>infrastructure#2!arms_factory#0!industrial_complex#1!@2050#naval_base<3+!$manpower>19757000$category>rural$resources>rubber#2!$owner>ENG$cores>NGA!$vp>2050#1!$provinces>1891!1932!1969!1992!2025!2050!4889!4938!4952!4972!4997!5028!7978!8021!8034!8109!10820!10831!12731!12817!12900!$?
559;buildings>infrastructure#2!air_base#1!@12941#naval_base<2+!@12991#naval_base<2+!$manpower>1028895$category>rural$owner>ITA$cores>SOM!$vp>12991#3!$provinces>1964!1966!2020!2063!4909!5065!8164!10818!10891!10928!11014!12840!12941!12991!$?
56;buildings>infrastructure#3!industrial_complex#2!dockyard#2!fuel_silo#1!@241#naval_base<8+!air_base#3!$manpower>2058467$category>city$owner>GER$vp>241#5!11360#1!11388#5!$cores>GER!$provinces>241!247!309!336!3234!9281!11233!11264!11360!11388!$?
560;buildings>infrastructure#2!$manpower>97663$category>rural$resources>steel#18!$owner>SOV$cores>SOV!FER!$provinces>1724!1772!1807!1842!3664!4290!4841!4844!7748!7868!7871!9659!10571!10577!10590!12559!12569!12638!$?
561;buildings>infrastructure#2!arms_factory#1!$manpower>454281$category>rural$owner>SOV$cores>SOV!FER!$provinces>1730!1739!1845!4731!4847!7691!7754!7785!7851!10678!12543!12591!12657!12660!$?
562;buildings>infrastructure#1!$manpower>126961$category>pastoral$owner>SOV$cores>SOV!FER!$provinces>1714!1805!1865!4810!4881!7772!10540!10572!10598!11607!12518!12551!12650!12683!$?
563;buildings>infrastructure#2!air_base#2!$manpower>1044310$category>rural$resources>steel#9!chromium#8!$owner>SOV$vp>4705#1!$cores>SOV!FER!$provinces>1672!1826!4675!4677!4705!4719!4832!7725!7751!7786!7860!10559!10565!10574!10643!10681!10683!12507!12556!12622!12641!$?
564;buildings>infrastructure#2!$manpower>370893$category>rural$resources>steel#10!chromium#12!tungsten#10!aluminium#4!$owner>SOV$vp>7835#2!12644#1!$cores>SOV!BYA!$provinces>1696!1762!1810!4716!4766!4835!4837!7736!7816!7835!10524!10528!10543!10658!12506!12575!12644!13152!$?
565;buildings>infrastructure#1!$manpower>195325$category>rural$resources>steel#10!chromium#5!$owner>SOV$cores>SOV!$provinces>1666!1761!4762!4795!4868!7759!7854!10583!10654!12538!$?
566;buildings>infrastructure#2!arms_factory#1!air_base#1!$category>rural$resources>steel#20!aluminium#7!$owner>SOV$vp>4797#3!$cores>SOV!$provinces>1707!1727!1829!4797!4815!7838!10596!10661!12525!12540!12647!$manpower>755237$?
567;buildings>infrastructure#2!$manpower>410183$category>rural$resources>aluminium#26!$owner>SOV$cores>SOV!$provinces>1735!1803!1813!1876!4750!4808!7713!7769!7802!7841!7876!7902!10549!10562!10570!10664!10699!12523!$?
568;buildings>infrastructure#2!$manpower>1726427$category>town$owner>SOV$vp>4724#1!$cores>SOV!$provinces>1777!1850!4690!4711!4724!4782!4818!4853!7744!7815!10639!10712!12563!12621!12628!12691!$?
569;buildings>infrastructure#2!industrial_complex#1!$manpower>1567322$category>town$owner>SOV$cores>SOV!$vp>7757#1!7822#1!$provinces>1369!1685!1702!1816!4665!4789!4793!7757!7822!7886!10580!10649!12631!$?
57;buildings>infrastructure#4!arms_factory#3!industrial_complex#1!air_base#3!$manpower>5109333$category>large_city$owner>GER$vp>495#5!$cores>GER!$provinces>405!495!3355!3398!6535!6622!9443!9509!11346!11431!$?
570;buildings>infrastructure#2!industrial_complex#2!air_base#1!$manpower>1765369$category>town$owner>SOV$vp>7274#3!$cores>SOV!$provinces>1733!1790!1860!4366!4734!4806!4840!4866!7274!7687!7722!7825!10555!10652!12606!12679!$?
571;buildings>infrastructure#2!arms_factory#1!$manpower>1317157$category>town$owner>SOV$vp>10696#3!$cores>SOV!$provinces>1709!1800!1835!4700!7800!10568!10626!10696!12546!12580!12652!$?
572;buildings>infrastructure#3!industrial_complex#1!$manpower>2074932$category>town$owner>SOV$vp>9292#5!$cores>SOV!$provinces>1233!1292!1294!1327!1775!4242!7285!9292!10170!10213!10542!12106!12157!12287!12584!$?
573;buildings>infrastructure#2!$manpower>556677$category>pastoral$resources>chromium#23!$vp>10329#1!$owner>SOV$cores>SOV!$provinces>237!278!361!3280!4758!7320!10136!10329!11223!11307!$?
574;buildings>infrastructure#1!air_base#1!$manpower>407866$category>pastoral$owner>SOV$vp>10641#1!$cores>SOV!YAK!$provinces>1748!1795!1852!1878!4726!4752!4798!4821!4855!7746!7765!7817!7844!7889!10589!10608!10641!10667!10701!10714!12565!12611!12623!12694!$?
575;buildings>infrastructure#1!$manpower>146494$category>wasteland$owner>SOV$cores>SOV!$provinces>1792!4703!4737!7726!7828!10557!10628!10688!12531!12608!12668!12681!13059!$?
576;buildings>infrastructure#1!$manpower>117195$category>wasteland$owner>SOV$cores>SOV!$provinces>1679!1697!1741!1780!1828!1837!4687!4743!4785!4831!4842!7701!7707!7750!7805!7863!10544!10576!10631!10705!12555!12595!12615!12655!12666!$?
577;buildings>infrastructure#1!$manpower>29299$resources>oil#13!$category>pastoral$owner>SOV$cores>SOV!OVO!$provinces>1726!1768!1784!1856!4730!4771!4817!7685!7781!7837!7882!10533!10561!10663!10692!12514!12542!12574!12639!12672!$?
578;buildings>infrastructure#2!$manpower>609304$category>rural$owner>SOV$cores>SOV!$vp>7789#1!$provinces>1674!1718!1765!1824!4681!4767!4827!7655!7789!7793!7849!7861!10529!10613!10617!10673!10686!12174!12510!12536!12599!$?
579;buildings>infrastructure#1!$manpower>45484$category>pastoral$vp>1684#1!$owner>SOV$cores>SOV!YAM!$provinces>1664!1684!3169!4669!7689!7738!8461!9142!13076!$?
58;buildings>infrastructure#3!arms_factory#2!dockyard#6!air_base#5!@6389#naval_base<8+!$manpower>3248150$category>large_city$vp>6389#10!9347#20!$owner>GER$cores>GER!$provinces>317!3231!3368!6257!6389!9320!9347!11331!11366!$?
580;buildings>infrastructure#1!$manpower>88126$category>pastoral$vp>1659#1!$owner>SOV$cores>SOV!OVO!$provinces>1659!1744!1812!4710!4715!4746!4774!4846!7733!7768!7796!7867!7895!10592!10604!10620!12602!12630!12700!$?
581;buildings>infrastructure#1!$manpower>48831$category>pastoral$resources>chromium #!aluminium #!$owner>SOV$cores>SOV!KOM!$provinces>10551!10677!11098!12393!12502!$?
582;buildings>infrastructure#3!$resources>steel#40.000!oil#6.000!$owner>SOV$cores>SOV!$vp>10256#3!$provinces>1334!1406!4215!4261!4265!4311!4383!4411!7281!7328!7373!7401!10185!10196!10224!10256!12200!$manpower>1044991$category>rural$?
583;buildings>infrastructure#2!$owner>SOV$cores>KAZ!SOV!$vp>10312#1!$provinces>1272!1276!1303!1331!1360!1363!4337!4340!4369!7233!7357!7429!10140!10168!10284!10295!10312!12115!12139!12143!12170!12185!12198!12229!12257!12266!12285!$manpower>315450$category>rural$?
584;buildings>infrastructure#1!industrial_complex#1!$owner>SOV$vp>12333#2!$cores>SOV!TMS!$provinces>756!1593!1632!4482!4549!4563!4599!4958!5003!7477!7491!7560!7563!7635!7924!8099!9605!10357!10359!10406!10414!10510!10742!12333!12359!12491!$manpower>931458$category>pastoral$?
585;buildings>infrastructure#2!$owner>SOV$cores>SOV!UZB!$vp>1554#1!$provinces>1532!1554!4499!7501!7507!10420!$manpower>465174$category>rural$?
586;buildings>infrastructure#2!industrial_complex#3!$resources>steel#20.000!chromium#12.000!tungsten#4.000!aluminium#10.000!$owner>SOV$cores>KAZ!SOV!$vp>1591#3!$provinces>1591!1840!4773!4845!7706!10146!10547!10603!12640!12658!$manpower>2563404$category>city$?
587;buildings>infrastructure#1!$owner>SOV$cores>KAZ!SOV!$vp>1517#1!$provinces>475!642!1517!3593!4523!4620!7641!10262!11701!12163!12383!13008!$manpower>245133$category>rural$?
588;buildings>infrastructure#2!$category>rural$resources>chromium#16!$owner>SOV$cores>KAZ!SOV!$vp>12594#1!$provinces>1287!1749!1818!1864!1879!4661!4670!4674!4685!4867!7317!7350!7708!7890!10161!10202!10218!10235!10292!10584!10610!10630!10653!12427!12564!12594!12616!12635!13151!$manpower>659223$?
589;buildings>infrastructure#2!industrial_complex#1!$owner>SOV$cores>KAZ!SOV!$provinces>1239!1668!4651!4764!7332!7405!7711!7784!7795!7856!10290!10550!10619!10680!12529!12662!13148!13149!13197!$manpower>535191$category>pastoral$?
59;buildings>infrastructure#4!arms_factory#2!industrial_complex#1!dockyard#2!@6325#naval_base<1+!$manpower>2438286$resources>oil#2!$category>large_city$owner>GER$vp>3326#5!6377#10!$cores>GER!$provinces>374!526!3271!3326!3395!6218!6263!6298!6325!6349!6377!6513!9238!9264!9375!11402!11468!11493!$?
590;buildings>infrastructure#2!$manpower>980533$category>pastoral$owner>SOV$cores>KAZ!SOV!$vp>4333#1!$provinces>1223!1229!1309!1375!1391!1418!1662!1680!1694!4232!4238!4281!4309!4333!4850!7298!7326!7383!7407!7425!7741!7874!10211!10239!10308!10633!12152!12619!$?
591;buildings>infrastructure#1!air_base#1!@1070#naval_base<2+!$manpower>4350000$category>town$owner>GXC$cores>GXC!CHI!PRC!$vp>1070#1!$provinces>994!1038!1070!4160!7135!11963!11990!$?
592;buildings>infrastructure#2!arms_factory#2!industrial_complex#2!air_base#3!@1047#naval_base<5+coastal_bunker<1+bunker<1+!$manpower>17835200$category>city$resources>tungsten#8!steel#!chromium #!$owner>GXC$cores>GXC!CHI!PRC!$vp>1047#5!$provinces>1047!1087!1131!1187!4092!7039!7152!9963!11938!11941!12077!$?
593;buildings>infrastructure#2!industrial_complex#1!@9938#naval_base<1+coastal_bunker<1+bunker<1+!$manpower>12700000$category>town$resources>tungsten#15!steel#!chromium #!$owner>GXC$cores>GXC!CHI!PRC!$provinces>1078!1120!1162!1202!4050!4165!4207!7067!7108!7141!7182!9938!9970!9978!9997!10080!12014!12095!$?
594;buildings>infrastructure#2!industrial_complex#1!$manpower>6550000$category>town$resources>tungsten#11!steel #!chromium #!$owner>GXC$cores>GXC!CHI!PRC!$vp>7137#10!$provinces>1018!4023!4121!4177!7044!7137!7192!10004!10050!10105!11926!11983!12023!$?
595;buildings>infrastructure#2!industrial_complex#1!@7071#naval_base<1+coastal_bunker<1+bunker<1+!@4196#naval_base<3+coastal_bunker<1+bunker<1+!$manpower>11755600$category>city$owner>CHI$cores>CHI!PRC!$vp>4196#3!7071#1!$provinces>1006!1094!1138!1166!1193!4053!4070!4113!4169!4196!7027!7071!7099!7131!10010!10012!10042!10054!10069!10084!10093!11986!12057!12084!$?
596;buildings>infrastructure#2!@7191#naval_base<1+coastal_bunker<1+bunker<1+!@9974#naval_base<3+coastal_bunker<1+bunker<1+!@1055#naval_base<3+coastal_bunker<1+bunker<1+!$manpower>21230700$category>city$owner>CHI$cores>CHI!PRC!$vp>9974#1!7191#1!$provinces>1055!1096!1168!1195!4013!4042!4099!7058!7086!7146!7174!7191!9944!9972!9974!10014!10058!10086!10101!11920!11947!11991!12059!$?
597;buildings>infrastructure#2!industrial_complex#1!air_base#3!@4205#naval_base<2+coastal_bunker<1+bunker<1+!$manpower>38373200$category>town$owner>CHI$cores>CHI!PRC!$vp>1069#3!$provinces>1069!1084!1104!1124!1154!1184!1200!4037!4071!4089!4157!4181!4186!4205!7055!7089!7105!7160!7189!9971!9987!10018!10043!10072!10102!11933!11962!12015!12045!12069!12074!12093!$?
598;buildings>infrastructure#2!$category>town$owner>CHI$cores>CHI!PRC!$provinces>1001!1029!1076!1121!1161!4001!4005!4031!4082!4123!4148!7025!7142!7181!7200!9953!9956!10095!11973!12055!12067!13144!$manpower>23669300$?
599;buildings>infrastructure#2!industrial_complex#2!arms_factory#1!air_base#2!$manpower>8685200$category>town$resources>tungsten#15!steel#!chromium #!$owner>GXC$cores>GXC!CHI!PRC!$vp>10404#3!$provinces>1023!1469!1597!1625!4028!4077!4085!4134!4152!4628!4656!7095!7128!7168!7210!7650!10039!10121!10404!10431!10459!12407!12436!$?
6;buildings>infrastructure#3!arms_factory#5!industrial_complex#7!air_base#3!@6560#naval_base<3+!@6598#naval_base<8+!$manpower>4747700$resources>steel#25!$category>metropolis$owner>BEL$vp>516#30!6598#30!6560#5!13068#1!3576#1!$cores>BEL!$provinces>516!3576!6446!6560!6598!9574!11419!13068!$?
60;buildings>infrastructure#3!industrial_complex#1!$manpower>3005214$resources>steel#13!chromium #!tungsten #!$category>large_city$owner>GER$vp>3561#5!425#3!$cores>GER!$provinces>425!482!538!3500!3561!6501!6524!6582!9497!$?
600;buildings>infrastructure#2!industrial_complex#2!$owner>CHI$cores>CHI!PRC!$vp>3992#3!$provinces>1053!1066!1110!1628!3992!4038!4081!4083!4156!4183!4185!7004!7054!7172!7199!7653!9942!9984!10057!10112!10114!10501!11945!11961!11988!12030!12495!13141!$manpower>15820400$category>town$?
601;buildings>infrastructure#1!$resources>oil#2.000!$owner>CHI$cores>CHI!TIB!PRC!$vp>10856#1!$provinces>4407!5018!5080!5102!8041!8059!10741!10856!$manpower>368200$category>wasteland$?
602;buildings>infrastructure#3!industrial_complex#2!arms_factory#2!$resources>tungsten#6.000!$owner>CHI$cores>CHI!PRC!$provinces>1448!1640!4125!4480!7097!7159!7502!7665!9982!9999!10335!10377!10517!11918!12017!12053!12310!12350!12378!12483!13140!13143!$manpower>20293700$category>town$?
603;buildings>infrastructure#1!industrial_complex#1!arms_factory#2!$owner>CHI$cores>CHI!PRC!$provinces>1474!1884!4192!4504!4532!5072!7521!7549!7577!8095!10616!10819!12841!$manpower>7543200$category>town$?
604;buildings>infrastructure#1!industrial_complex#2!$owner>XSM$cores>XSM!CHI!PRC!$vp>7940#10!$provinces>4914!4964!7940!8018!8037!12899!$manpower>1196100$category>rural$?
605;buildings>infrastructure#4!arms_factory#3!industrial_complex#3!air_base#2!$resources>steel#14.000!$owner>CHI$cores>CHI!PRC!$vp>4925#5!6999#20!$provinces>1367!1395!1893!2030!2091!4925!5048!6999!7240!7256!8026!10132!10144!11865!12274!12705!12767!$manpower>52963300$category>city$?
606;buildings>infrastructure#4!industrial_complex#1!$resources>steel#11.000!$owner>CHI$cores>CHI!PRC!$vp>7222#1!$provinces>1083!1146!4079!4158!4203!7035!7094!7222!9937!10008!10017!10040!10064!10079!11916!11994!12036!12061!$manpower>18265400$category>town$?
607;buildings>infrastructure#3!industrial_complex#2!$manpower>34289800$category>town$owner>CHI$cores>CHI!PRC!$vp>9958#1!$provinces>1004!1139!1603!4010!4066!4114!4144!4519!4547!4606!6932!7074!7085!7126!7129!7459!7508!7540!7568!7656!9958!9995!10098!10364!10434!10446!11931!12012!12426!$?
608;buildings>infrastructure#3!industrial_complex#2!air_base#3!@10068#naval_base<2+!$manpower>9648400$category>large_city$owner>CHI$cores>CHI!PRC!$vp>9843#20!10068#1!$provinces>1134!4137!4140!6828!9843!9969!10068!11761!12026!$?
609;buildings>infrastructure#3!arms_factory#1!industrial_complex#1!@3900#naval_base<2+!$manpower>6400000$category>town$owner>JAP$cores>CHI!PRC!$provinces>900!1052!3830!3900!6969!11822!12043!$?
61;buildings>infrastructure#3!arms_factory#3!@321#naval_base<6+!air_base#3!$manpower>836353$category>town$owner>GER$vp>321#5!11305#3!$cores>GER!$provinces>268!293!321!9294!11276!11305!$?
610;buildings>infrastructure#2!$manpower>1975377$category>pastoral$owner>MAN$cores>CHI!MAN!PRC!$provinces>814!881!934!972!3814!3828!3881!3934!3955!4514!6837!6852!6898!6937!6988!7575!7633!9768!9873!9905!9927!10331!10426!10499!11801!11855!11886!$?
611;buildings>infrastructure#3!industrial_complex#1!$manpower>1470000$category>pastoral$owner>MEN$cores>MEN!CHI!PRC!$vp>11752#4!$provinces>828!952!1137!1489!1590!4495!4612!6904!7545!7674!9776!10397!11752!$?
612;buildings>infrastructure#1!$owner>MEN$cores>MEN!CHI!PRC!$provinces>1551!1608!1796!1811!1871!4222!4555!7578!7648!10363!10372!12348!12448!12554!$manpower>566000$category>rural$?
613;buildings>infrastructure#3!industrial_complex#1!air_base#6!dockyard#1!@7014#naval_base<6+coastal_bunker<1+bunker<1+!$manpower>17305100$category>large_city$owner>CHI$cores>CHI!PRC!$vp>11913#20!7014#5!10076#3!$provinces>996!1089!4091!7014!7120!10034!10076!11913!11928!11982!12052!12076!13142!$?
614;buildings>infrastructure#2!$manpower>18434900$category>town$owner>CHI$cores>CHI!PRC!$provinces>1169!1188!4032!4058!4093!4190!4208!7000!7092!7109!10003!10022!10053!10119!11944!11980!11996!12062!$?
615;buildings>infrastructure#2!arms_factory#2!industrial_complex#2!$manpower>11601000$category>town$owner>SHX$cores>SHX!CHI!PRC!$vp>1519#3!$provinces>1027!1034!1180!1203!1438!1519!1531!1575!4074!4174!4469!4538!4634!7571!10367!10421!10480!10507!12078!12300!12344!12432!$?
616;buildings>infrastructure#1!$owner>XSM$cores>XSM!CHI!PRC!$provinces>3742!5031!5057!5100!7511!8055!8081!8127!10724!12327!12750!12776!$manpower>2077600$category>pastoral$?
617;buildings>infrastructure#2!industrial_complex#2!$owner>SIK$cores>SIK!CHI!PRC!$vp>4709#5!$provinces>1703!4682!4709!4770!7702!7792!7850!10545!10614!12526!12601!12656!$manpower>1080500$category>rural$?
618;buildings>infrastructure#2!industrial_complex#1!$manpower>670800$category>pastoral$owner>SIK$cores>SIK!CHI!PRC!$vp>4823#2!$provinces>1708!1783!1844!4714!4788!4823!4849!7693!7737!7866!10674!10691!12590!12737!$?
619;buildings>infrastructure#2!industrial_complex#1!$manpower>1430700$category>pastoral$resources>aluminium#2!chromium#2!$owner>SIK$cores>SIK!CHI!PRC!$vp>2015#2!$provinces>1766!1970!2015!4828!5016!5087!7790!7949!8112!12119!$?
62;buildings>infrastructure#3!fuel_silo#1!$manpower>1006221$category>town$vp>9388#1!$owner>GER$cores>GER!$provinces>349!3207!3258!3312!3340!9388!$?
620;buildings>infrastructure#3!arms_factory#3!industrial_complex#2!$owner>CHI$cores>CHI!PRC!$vp>4619#5!$provinces>1036!1612!4009!4130!4619!4631!7019!7167!7580!7596!7609!7625!7637!7948!8072!9934!9959!10462!10474!12408!12467!$manpower>25541600$category>city$?
621;buildings>infrastructure#1!industrial_complex#1!$owner>SHX$cores>SHX!CHI!PRC!$provinces>2087!4525!7048!7158!7631!10424!10629!12331!12403!12609!12880!$manpower>1583700$category>pastoral$?
622;buildings>infrastructure#1!arms_factory#3!industrial_complex#3!@10733#bunker<2+!@12156#bunker<2+!@5007#bunker<2+!$resources>steel#3.000!tungsten#3.000!$owner>PRC$cores>PRC!CHI!PRC!$vp>8049#3!$provinces>517!1458!4939!5007!7208!7314!7659!8049!10733!10880!12156!12356!$manpower>7006200$category>city$?
623;buildings>infrastructure#2!industrial_complex#1!@12213#naval_base<1+!@1415#naval_base<1+!$manpower>2010656$category>city$resources>rubber#1!$owner>PHI$vp>1415#1!12213#1!$cores>PHI!$provinces>1388!1415!4101!4214!4233!4350!4368!4423!7325!7439!10167!10241!10252!10280!10298!12213!12253!$?
624;buildings>infrastructure#2!industrial_complex#1!$manpower>1290672$category>town$owner>PHI$vp>4288#1!$cores>PHI!$provinces>1372!4228!4288!4377!7307!10272!10306!12279!$?
625;buildings>infrastructure#2!$manpower>1138724$category>rural$owner>PHI$cores>PHI!$provinces>1224!1311!1340!4269!4373!$?
626;buildings>infrastructure#2!@4429#naval_base<1+!$manpower>83041$category>rural$owner>PHI$cores>PHI!$provinces>4429!7419!10145!$?
627;buildings>infrastructure#2!@4241#naval_base<1+!$manpower>1496508$category>rural$owner>PHI$vp>4241#3!$cores>PHI!$provinces>1234!1293!1379!1407!1421!4241!4266!4399!4427!7284!7360!7389!7417!7445!10184!10214!10243!10300!10328!12116!12158!12160!12188!12217!12245!12273!$?
628;buildings>infrastructure#2!@12118#naval_base<1+!$manpower>3525715$category>rural$owner>PHI$vp>12118#1!$cores>PHI!$provinces>1261!1368!7385!7423!10186!10302!12112!12118!12153!$?
